RestaurantID,RestaurantName,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalNetProfit,ProfitPerOrder,UE_RevRatio,DD_RevRatio,SD_RevRatio,DeliveryCostRatio,Commission_UE,Commission_DD,SD_Cost_Interaction,Radius_SD,AdjustedDemand,InStore_RevRatio,Aggregator_RevRatio,ProfitMargin,RevenuePerOrder,AggregtorShare,SD_ProfitPerOrder,AggregatorProfit,TotalDeliveryOrders,DeloveryOrderRatio,CuisineType_Chicken Dishes,CuisineType_Chinese,CuisineType_Indian,CuisineType_Japanese,CuisineType_Kebabs/Mediterranean,CuisineType_Pizza,CuisineType_Thai,Segment_Full-service,Segment_Ghost Kitchen,Segment_QSR,Subregion_North Shore,Subregion_South Auckland,Subregion_West Auckland
26638,King Burgers Tavern,0.9582149689532095,0.9943966756583453,1.3724744500560309,342,14688.9,643,357,428,27616.85,15333.15,18382.6,0.249971202947199,0.427493211836554,1.1002642425518518,0.5341445218433674,0.5360080077589985,1643.52,4737.69,70.02,38.88,4285.52,0.11301078944285325,-0.5433048870569469,-0.44456923673684107,0.54999717551705,76021.5,9132.11,5.159384180790961,0.363276836158192,0.2016949152542372,0.2418079096045197,0.0216191472149326,-0.09742464680562553,0.03292998666906549,0.8205214476704191,0.8188516285922014,1.452284832753142,0.1932203389830508,0.5649717514124294,0.1201253592733634,42.95,0.7,10.012897196261685,108.9,1428,0.8067796610169492,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,-0.5400911039901433,1.686951388944605,-0.6118759845110723
26678,Classic Burgers Eatery,0.5175607966797162,-1.443865412033039,-0.2712560946431709,296,9495.68,351,195,234,11260.08,6255.6,7506.72,0.398038577020634,0.502873965259641,-0.5733215470158092,0.7535460982653464,0.7517093484038896,966.42,940.9,-2149.69,-1194.27,-222.6,1.2158994801666945,-0.5433048870569469,-0.44456923673684107,0.54999717551705,34518.08,-2625.66,-2.4402044609665428,0.3262081784386617,0.1812267657992565,0.2174721189591078,0.0279975015991619,-0.7057242686386251,-0.6335289320747666,1.0093837005889508,1.0110204939909295,-0.24174262464796373,0.275092936802974,0.5074349442379182,-0.0760662238455904,32.08,0.7,-0.9512820512820512,-3343.96,780,0.724907063197026,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,1.6589793215650792,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
25549,Classic Burgers Kitchen,-1.6857100646877503,-0.510731071205425,2.5306649923584943,792,28702.08,660,367,440,23918.4,13300.08,15945.6,0.395926966192201,0.537365405936725,-0.015459617159922221,-1.0016665131104854,-1.0036532858097065,778.8,1914.65,-5579.98,-3102.81,284.89,2.476343698136799,-0.5433048870569469,-0.44456923673684107,0.54999717551705,81866.16,-6483.249999999999,-2.869964586100044,0.2921646746347942,0.1624612660469234,0.1947764497565294,0.009513088191751,-0.5029577280276248,-0.4113759591601559,-0.5275642886790968,-0.5263304291988946,2.3180381073406133,0.350597609561753,0.4546259406817176,-0.0791932832809062,36.24,0.7,0.6474772727272727,-8682.789999999999,1467,0.649402390438247,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,1.6589793215650792,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,-0.6118759845110723
25711,Urban Burgers Bistro,0.5175607966797162,-0.8382253350535779,2.613562065938425,754,26224.12,693,385,462,24102.54,13390.3,16068.36,0.361362559814006,0.486428520735353,-1.1311834768716929,-1.2210680895324644,-1.2193546264545974,683.76,3991.54,-3080.09,-1711.16,1761.99,2.082454880021141,-0.5433048870569469,-0.44456923673684107,0.54999717551705,79785.32,962.2799999999996,0.4194768962510897,0.3020924149956407,0.1678291194420226,0.2013949433304271,0.0085699975885288,-0.9084908092496253,-0.8556819049893761,-0.716426541597628,-0.7184992945976225,2.660183728148846,0.3286835222319093,0.4699215344376634,0.0120608653321187,34.78,0.7,3.813831168831169,-4791.25,1540,0.6713164777680907,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,1.6589793215650792,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
25916,King Burgers Tavern,0.5175607966797162,0.9652362275074818,0.2711276153512343,85,3639.7,549,305,366,23508.18,13060.1,15672.12,0.266825651482213,0.231089033186436,1.6581261724077387,0.9729476746873252,0.9748486663123974,1621.38,1827.44,4045.41,2247.45,6247.36,-1.2262111921503822,-0.5433048870569469,-0.44456923673684107,0.54999717551705,55880.100000000006,14367.66,11.009701149425288,0.4206896551724137,0.2337164750957854,0.2804597701149425,0.0290153381973189,0.10534189380537475,0.2550829595836762,1.204758444987431,1.2031893593896574,0.3038576502210589,0.0651340996168582,0.6544061302681992,0.257115860565747,42.82000000000001,0.7,17.069289617486337,6292.86,1220,0.9348659003831418,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,2.7584664318852177,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
26280,Urban Burgers Cafe,0.9582149689532095,-0.5017586256205443,-0.5554746326315054,220,7981.6,331,184,221,12008.68,6675.52,8017.88,0.236116115953773,0.406607018969953,1.1002642425518518,-0.7822649366885064,-0.7805139679011985,457.47,2851.64,447.65,248.84,2407.13,0.5856773711816423,-0.5433048870569469,-0.44456923673684107,0.54999717551705,34683.68,5955.26,6.229351464435147,0.346234309623431,0.1924686192468619,0.2311715481171548,0.0131897768633547,-0.09742464680562553,0.03292998666906549,-0.3321895442806165,-0.33416156380016643,-0.505745713646562,0.2301255230125523,0.5387029288702929,0.1717020800560955,36.28,0.7,10.891990950226244,696.49,736,0.7698744769874477,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,1.686951388944605,-0.6118759845110723
25797,King Burgers Kitchen,0.07690662440622288,1.1491713619975403,0.6903499588840278,324,14139.36,521,290,347,22736.44,12655.6,15143.08,0.245809584632516,0.388785904622637,-1.68904540672758,-1.4404696659544434,-1.4424939443631055,409.46,5166.59,2169.16,1207.4,5123.89,0.42812184393537955,-0.5433048870569469,-0.44456923673684107,0.54999717551705,64674.48,13667.04,9.222024291497975,0.3515519568151147,0.1956815114709851,0.2341430499325236,0.0063310907176988,-1.1112573498606257,-1.0778348779039868,-0.9118012859961087,-0.9106681599963505,0.6916150508102876,0.2186234817813765,0.5472334682860999,0.2113204466429417,43.64,0.7,14.766253602305476,3376.56,1158,0.7813765182186235,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,1.8515394766032847,-0.5927853087845186,-0.6118759845110723
25554,King Burgers Grill,-1.6857100646877503,-0.008274118452096076,-0.7165318041582284,25,962.0,388,216,259,14930.24,8311.68,9966.32,0.264472639421001,0.28690854946617,-1.1311834768716929,0.5341445218433674,0.5360080077589985,994.56,431.57,2517.52,1401.51,3476.52,-1.5413222466429084,-0.5433048870569469,-0.44456923673684107,0.54999717551705,34170.24,7827.120000000001,8.814324324324325,0.4369369369369369,0.2432432432432432,0.2916666666666667,0.0291060291060291,-0.9084908092496253,-0.8556819049893761,0.8205214476704191,0.8188516285922014,-0.7913748800501128,0.0281531531531531,0.6801801801801801,0.2290624824408608,38.48,0.7,13.422857142857143,3919.03,863,0.9718468468468467,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,2.7584664318852177,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,-0.6118759845110723
25434,Urban Burgers Kitchen,0.07690662440622288,-1.4730258601839017,0.8774604963930148,74,2364.3,669,372,446,21374.55,11885.4,14249.7,0.296564737323206,0.310099168575834,1.1002642425518518,-1.2210680895324644,-1.2193546264545974,660.08,929.96,1567.53,871.63,4944.84,-1.3837667193966452,-0.5433048870569469,-0.44456923673684107,0.54999717551705,49873.95,8313.96,5.326047405509288,0.4285714285714286,0.2383087764253683,0.2857142857142857,0.0132349653476414,-0.09742464680562553,0.03292998666906549,-0.716426541597628,-0.7184992945976225,0.8780254235264969,0.0474055092889173,0.6668802049967969,0.1666994493117148,31.95,0.7,11.087085201793723,2439.16,1487,0.9525944907110826,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,2.7584664318852177,-0.6862545882765491,1.8515394766032847,-0.5927853087845186,-0.6118759845110723
26284,King Burgers Bistro,0.5175607966797162,-0.9750551302230114,1.5856383535472818,636,21732.12,551,306,367,18827.67,10456.02,12540.39,0.351476474502124,0.466235793032683,0.5424023126959647,0.0953413689994095,0.09716734920559957,1192.75,3961.5,-2404.52,-1335.36,1093.21,2.318788170890536,-0.5433048870569469,-0.44456923673684107,0.54999717551705,63556.2,1314.8300000000002,0.7068978494623657,0.2962365591397849,0.164516129032258,0.1973118279569892,0.0187668551612588,-0.30019118741662454,-0.1892229862455452,0.4362844503534074,0.43451389779474536,1.6261639932442356,0.3419354838709677,0.460752688172043,0.020687674845255,34.17,0.7,2.978773841961853,-3739.88,1224,0.6580645161290323,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,1.6589793215650792,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
26567,Lucky Burgers Corner,0.9582149689532095,-0.602698638450455,0.6192953243869442,317,11358.11,511,284,340,18309.13,10175.72,12182.2,0.224479051977396,0.441456094151363,-0.015459617159922221,0.0953413689994095,0.09716734920559957,1105.0,3794.35,623.7,346.63,2964.64,0.42812184393537955,-0.5433048870569469,-0.44456923673684107,0.54999717551705,52025.16,7729.32,5.323223140495868,0.3519283746556473,0.1955922865013774,0.234159779614325,0.0212397232416007,-0.5029577280276248,-0.4113759591601559,0.4362844503534074,0.43451389779474536,0.687353980474142,0.2183195592286501,0.5475206611570247,0.148568884747303,35.830000000000005,0.7,8.719529411764706,970.33,1135,0.7816804407713499,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,-0.5400911039901433,1.686951388944605,-0.6118759845110723
25841,Classic Burgers Grill,0.07690662440622288,1.1828180329408433,-0.33046829005740724,68,2977.72,442,246,295,19355.18,10772.34,12918.05,0.274847667873837,0.252528993401211,0.5424023126959647,0.5341445218433674,0.5360080077589985,1132.8,1407.34,3147.6,1751.83,4972.57,-1.2262111921503822,-0.5433048870569469,-0.44456923673684107,0.54999717551705,46023.29000000001,11279.34,10.732007611798288,0.4205518553758324,0.2340627973358705,0.280685061845861,0.024613624971183,-0.30019118741662454,-0.1892229862455452,0.8205214476704191,0.8188516285922014,-0.32538331173004303,0.0647002854424357,0.654614652711703,0.2450789589357909,43.790000000000006,0.7,16.856169491525424,4899.43,983,0.9352997145575642,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,2.7584664318852177,-0.6862545882765491,1.8515394766032847,-0.5927853087845186,-0.6118759845110723
25234,Lucky Burgers Tavern,0.9582149689532095,-1.396760072712414,-0.605212876779464,192,6199.68,334,186,223,10784.86,6005.94,7200.67,0.276884880065918,0.446010593674146,1.1002642425518518,-0.34346178384454845,-0.3416733093477993,593.18,1717.96,-462.62,-257.63,1402.16,0.2705663166891164,-0.5433048870569469,-0.44456923673684107,0.54999717551705,30191.15,2399.8700000000003,2.5667058823529416,0.3572192513368984,0.1989304812834224,0.2385026737967914,0.0196474794766015,-0.09742464680562553,0.03292998666906549,0.052047453036395706,0.050176166997289606,-0.5562600152121562,0.2053475935828877,0.5561497326203209,0.0794891880567649,32.29,0.7,6.2877130044843055,-720.25,743,0.7946524064171123,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,-0.5400911039901433,1.686951388944605,-0.6118759845110723
26369,Classic Burgers Tavern,-1.6857100646877503,-0.33576838230024736,-0.19309599669637884,249,9217.98,387,215,258,14326.74,7959.3,9551.16,0.239561068043113,0.365068233245984,-0.5733215470158092,-0.7822649366885064,-0.7805139679011985,534.06,3644.52,1509.62,838.68,3242.19,0.5068996075585107,-0.5433048870569469,-0.44456923673684107,0.54999717551705,41055.18,9235.01,8.327330928764653,0.3489630297565374,0.193868349864743,0.2326420198376916,0.0130083463280394,-0.7057242686386251,-0.6335289320747666,-0.3321895442806165,-0.33416156380016643,-0.2901493000257869,0.2245266005410279,0.5428313796212805,0.2249414081243828,37.02,0.7,12.566627906976745,2348.3,860,0.7754733994589721,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,-0.5400911039901433,-0.5927853087845186,-0.6118759845110723
25157,Lucky Burgers Diner,0.5175607966797162,-0.9683257960343504,-1.1902293674721194,159,5437.8,238,132,159,8139.6,4514.4,5437.8,0.236957102157176,0.352045321743935,-0.5733215470158092,0.5341445218433674,0.5360080077589985,610.56,2234.92,984.87,546.23,1624.36,0.5856773711816423,-0.5433048870569469,-0.44456923673684107,0.54999717551705,23529.6,5390.38,7.834854651162791,0.3459302325581395,0.191860465116279,0.2311046511627907,0.0259485924112607,-0.7057242686386251,-0.6335289320747666,0.8205214476704191,0.8188516285922014,-1.1661657977884907,0.2311046511627907,0.5377906976744186,0.2290893172854617,34.2,0.7,10.216100628930818,1531.1,529,0.7688953488372093,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
25683,Top Burgers Tavern,0.9582149689532095,-0.5578364105260499,0.8845659598427231,541,19492.23,460,256,307,16573.8,9223.68,11061.21,0.350697084167041,0.538399680703878,1.1002642425518518,1.631152403953262,1.6293906655106873,1630.17,2161.75,-3465.53,-1928.64,-403.45,2.3975659345136675,-0.5433048870569469,-0.44456923673684107,0.54999717551705,56350.92,-3635.87,-2.3247250639386188,0.2941176470588235,0.1636828644501279,0.1962915601023017,0.0289288977003392,-0.09742464680562553,0.03292998666906549,1.7778576952229732,1.7796959555858418,0.9567635888239787,0.3459079283887468,0.4578005115089514,-0.0645219279472278,36.03,0.7,-1.314169381107492,-5394.17,1023,0.6540920716112532,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,1.6589793215650792,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,1.686951388944605,-0.6118759845110723
26656,King Burgers Bistro,0.5175607966797162,-0.5578364105260499,1.393790840405156,490,17654.7,580,322,387,20897.4,11601.66,13943.61,0.205670053847134,0.393928523105569,-0.5733215470158092,0.7535460982653464,0.7517093484038896,1598.31,7068.97,2307.1,1280.84,3984.73,1.2158994801666945,-0.5433048870569469,-0.44456923673684107,0.54999717551705,64097.37000000001,14641.64,8.23026419336706,0.3260258572231591,0.1810005621135469,0.2175379426644182,0.0249356564863737,-0.7057242686386251,-0.6335289320747666,1.0093837005889508,1.0110204939909295,1.4331787431813936,0.2754356379988757,0.507026419336706,0.2284280930715253,36.03000000000001,0.7,10.296459948320411,3587.94,1289,0.7245643620011242,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
26171,Lucky Burgers Corner,0.5175607966797162,-1.3025493940711643,-0.27836155809287927,228,7457.88,380,211,254,12429.8,6901.81,8308.34,0.252243951316923,0.388911581528373,0.5424023126959647,0.0953413689994095,0.09716734920559957,825.5,2676.22,607.13,337.12,2155.9,0.349344080312248,-0.5433048870569469,-0.44456923673684107,0.54999717551705,35097.83,5776.37,5.383383038210624,0.3541472506989748,0.1966449207828518,0.2367194780987884,0.0235199726022947,-0.30019118741662454,-0.1892229862455452,0.4362844503534074,0.43451389779474536,-0.24889022650214282,0.2124883504193849,0.5507921714818267,0.1645791207034737,32.71,0.7,8.487795275590551,944.25,845,0.7875116495806151,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
25847,Urban Burgers Diner,-1.6857100646877503,-0.9750551302230114,-0.8846944391346596,60,2050.2,341,189,227,11651.97,6458.13,7756.59,0.286487936391495,0.282257170125376,-0.5733215470158092,0.0953413689994095,0.09716734920559957,737.75,884.16,1645.9,912.24,2607.32,-1.147433428527251,-0.5433048870569469,-0.44456923673684107,0.54999717551705,27916.89,6049.620000000001,7.40467564259486,0.4173806609547123,0.2313341493268054,0.2778457772337821,0.0264266542584077,-0.7057242686386251,-0.6335289320747666,0.4362844503534074,0.43451389779474536,-0.9524021025918644,0.0734394124847001,0.6487148102815177,0.2167010723615704,34.17,0.7,11.485991189427311,2558.1400000000003,757,0.9265605875153,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,2.7584664318852177,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,-0.6118759845110723
26253,Top Burgers Grill,0.9582149689532095,0.48745350011257355,0.9793054725055014,424,17252.56,531,295,354,21606.39,12003.55,14404.26,0.202886239923537,0.41931969486177,-1.1311834768716929,1.4117508275312831,1.4136893248657962,1777.08,6517.91,2112.98,1173.88,3664.76,1.0583439529204313,-0.5433048870569469,-0.44456923673684107,0.54999717551705,65266.76,13469.53,8.39746259351621,0.3310473815461346,0.1839152119700748,0.2206982543640897,0.0272279488057933,-0.9084908092496253,-0.8556819049893761,1.5889954423044423,1.5875270901871132,1.0529813060917774,0.2643391521197007,0.5149625935162095,0.206376569022271,40.69,0.7,10.352429378531074,3286.86,1180,0.7356608478802993,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,1.686951388944605,-0.6118759845110723
25689,Top Burgers Grill,0.07690662440622288,-1.1141280367886663,-1.438920588211912,127,4260.85,205,114,137,6877.75,3824.7,4596.35,0.278869404383004,0.401834239251912,-1.68904540672758,0.3147429454213885,0.31286868985049066,484.98,1360.47,339.05,188.54,982.62,0.42812184393537955,-0.5433048870569469,-0.44456923673684107,0.54999717551705,19559.65,2870.68,4.923979416809606,0.3516295025728987,0.1955403087478558,0.2349914236706689,0.0247949221995281,-1.1112573498606257,-1.0778348779039868,0.6251467032719388,0.6266827631934735,-1.4296877982007499,0.2178387650085763,0.5471698113207547,0.1467654073564711,33.550000000000004,0.7,7.172408759124088,527.59,456,0.7821612349914236,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,1.8515394766032847,-0.5927853087845186,-0.6118759845110723
26175,Urban Burgers Eatery,0.9582149689532095,-0.7081248740728053,0.5837680071384024,268,9476.48,526,292,351,18599.36,10325.12,12411.36,0.25149632409215,0.380554727022536,-0.015459617159922221,0.5341445218433674,0.5360080077589985,1347.84,3486.86,1263.81,701.58,3218.91,0.03423302581972189,-0.5433048870569469,-0.44456923673684107,0.54999717551705,50812.32,8671.16,6.034210160055672,0.3660403618649965,0.2032011134307585,0.244258872651357,0.0265258504236767,-0.5029577280276248,-0.4113759591601559,0.8205214476704191,0.8188516285922014,0.6512723364987174,0.1864996520528879,0.5692414752957551,0.1706507398205789,35.36,0.7,9.17068376068376,1965.39,1169,0.813500347947112,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,-0.5400911039901433,1.686951388944605,-0.6118759845110723
26296,Lucky Burgers Tavern,0.5175607966797162,-0.6699919803370611,-0.7757439995724648,183,6501.99,306,170,204,10872.18,6040.1,7248.12,0.227525226604193,0.439100263384171,0.5424023126959647,-0.12406020742256946,-0.12597196870290825,601.8,2167.6,254.13,141.18,1814.54,0.349344080312248,-0.5433048870569469,-0.44456923673684107,0.54999717551705,30662.39,4377.45,5.072363847045191,0.354577056778679,0.1969872537659328,0.2363847045191194,0.0196266501078356,-0.30019118741662454,-0.1892229862455452,0.24090970595492686,0.24234503239601748,-0.7492223562946964,0.2120509849362688,0.5515643105446119,0.1427628439922654,35.529999999999994,0.7,8.894803921568627,395.31,680,0.7879490150637312,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
25205,Lucky Burgers Eatery,-1.6857100646877503,-0.9817844644116723,-1.4981327836261484,111,3789.54,201,112,134,6862.14,3823.68,4574.76,0.235506526790559,0.417362198419869,-1.1311834768716929,0.5341445218433674,0.5360080077589985,514.56,1315.47,460.66,256.69,1073.48,0.19178855306598483,-0.5433048870569469,-0.44456923673684107,0.54999717551705,19050.120000000003,3106.3,5.566845878136201,0.3602150537634408,0.2007168458781361,0.2401433691756272,0.0270108534749387,-0.9084908092496253,-0.8556819049893761,0.8205214476704191,0.8188516285922014,-1.5398112665117758,0.1989247311827956,0.560931899641577,0.1630593403086174,34.14000000000001,0.7,8.011044776119403,717.35,447,0.8010752688172043,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,-0.6118759845110723
26500,Top Burgers Corner,0.9582149689532095,-0.8718720059968809,-1.2920743435846058,174,6025.62,212,118,141,7341.56,4086.34,4882.83,0.261287534516305,0.379190825647674,-0.015459617159922221,1.1923492511093043,1.1905500069572885,665.52,2166.34,436.98,243.23,1089.96,1.137121716543563,-0.5433048870569469,-0.44456923673684107,0.54999717551705,22336.35,3936.51,6.103116279069768,0.3286821705426357,0.1829457364341085,0.2186046511627907,0.0297953783854568,-0.5029577280276248,-0.4113759591601559,1.3936206979059622,1.3953582247883853,-1.2538384654036967,0.2697674418604651,0.5116279069767443,0.1762378365310357,34.629999999999995,0.7,7.730212765957447,680.21,471,0.7302325581395349,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,1.686951388944605,-0.6118759845110723
25733,Top Burgers Eatery,0.07690662440622288,0.7745717588287625,1.888804794068172,588,24678.36,630,350,420,26441.1,14689.5,17627.4,0.372292826755438,0.542617245507427,-1.68904540672758,-0.34346178384454845,-0.3416733093477993,1117.2,2099.88,-4889.23,-2716.24,382.71,1.5310105346592204,-0.5433048870569469,-0.44456923673684107,0.54999717551705,83436.35999999999,-5122.879999999999,-2.576901408450704,0.3169014084507042,0.176056338028169,0.2112676056338028,0.0133898458657592,-1.1112573498606257,-1.0778348779039868,0.052047453036395706,0.050176166997289606,1.8855852861824622,0.295774647887324,0.4929577464788733,-0.0613986516190303,41.96999999999999,0.7,0.9112142857142856,-7605.469999999999,1400,0.704225352112676,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,1.6589793215650792,-0.36252027156863764,-0.6862545882765491,1.8515394766032847,-0.5927853087845186,-0.6118759845110723
26058,King Burgers Bistro,0.07690662440622288,0.556989953395401,-1.104963806075619,140,5740.0,263,146,175,10783.0,5986.0,7175.0,0.244181077126414,0.406234253034927,0.5424023126959647,0.9729476746873252,0.9748486663123974,775.25,2006.62,426.84,236.95,1733.02,0.11301078944285325,-0.5433048870569469,-0.44456923673684107,0.54999717551705,29684.0,4403.43,6.082085635359117,0.3632596685082873,0.2016574585635359,0.2417127071823204,0.0261167632394556,-0.30019118741662454,-0.1892229862455452,1.204758444987431,1.2031893593896574,-1.0969806772768829,0.1933701657458563,0.5649171270718232,0.1483435520819296,41.0,0.7,9.902971428571428,663.79,584,0.8066298342541437,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,1.8515394766032847,-0.5927853087845186,-0.6118759845110723
25210,King Burgers House,-1.6857100646877503,1.3218909395064966,0.7329827395822781,260,11546.6,558,310,372,24780.78,13767.1,16520.52,0.24405518066138,0.412344996677712,1.1002642425518518,0.7535460982653464,0.7517093484038896,1536.36,3967.41,584.82,324.9,4140.09,-0.12332250142654128,-0.5433048870569469,-0.44456923673684107,0.54999717551705,66615.0,9017.22,6.01148,0.372,0.2066666666666666,0.248,0.0230632740373789,-0.09742464680562553,0.03292998666906549,1.0093837005889508,1.0110204939909295,0.5966344184787891,0.1733333333333333,0.5786666666666667,0.1353632064850259,44.41,0.7,11.129274193548389,909.72,1240,0.8266666666666667,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,-0.5400911039901433,-0.5927853087845186,-0.6118759845110723
