CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalNetProfit,ProfitPerOrder,UE_RevRatio,DD_RevRatio,SD_RevRatio,DeliveryCostRatio,Commission_UE,Commission_DD,SD_Cost_Interaction,Radius_SD,AdjustedDemand,InStore_RevRatio,Aggregator_RevRatio,ProfitMargin,RevenuePerOrder,AggregtorShare,SD_ProfitPerOrder,AggregatorProfit,TotalDeliveryOrders,DeloveryOrderRatio
Chicken Dishes,25994,Classic Chicken Dishes House,Cafe,North Shore,1.03,38.81,1208,306,11875.86,541,226,135,20996.21,8771.06,5239.35,0.279093513116241,0.403864918788895,0.33,7,2.07,279.45,3765.14,-272.08,-113.66,1381.64,0.34,0.6,0.25,0.15,46882.479999999996,4761.04,3.9412582781456953,0.44784768211920534,0.1870860927152318,0.11175496688741723,0.005960648839395869,0.198,0.0825,0.31049999999999994,1.05,1244.24,0.2533112582781457,0.634933774834437,0.10155264823874506,38.809999999999995,0.85,10.234370370370371,-385.74,902,0.7466887417218543
Chicken Dishes,26035,Top Chicken Dishes Corner,Full-service,West Auckland,1.04,46.7,1772,497,23209.9,765,319,191,35725.5,14897.3,8919.7,0.371603379561566,0.546367139532231,0.3,10,2.95,563.45,1903.9,-7787.11,-3247.17,168.23,0.39,0.6,0.25,0.15,82752.4,-8962.15,-5.057646726862302,0.4317155756207675,0.18002257336343117,0.1077878103837472,0.006808865966425144,0.18,0.075,0.4425,1.5,1842.88,0.2804740406320542,0.6117381489841988,-0.10830078644244759,46.699999999999996,0.85,0.880785340314136,-11034.279999999999,1275,0.7195259593679458
Chicken Dishes,26157,Lucky Chicken Dishes Cafe,QSR,West Auckland,1.04,40.3,1585,327,13178.1,755,314,189,30426.5,12654.2,7616.7,0.23987269192934,0.437369135953486,0.3,3,0.89,168.21,4253.34,692.45,287.99,2290.14,0.26,0.6,0.25,0.15,63875.5,7523.92,4.746952681388013,0.47634069400630913,0.19810725552050473,0.11924290220820188,0.0026334040438039624,0.18,0.075,0.1335,0.44999999999999996,1648.4,0.20630914826498423,0.6744479495268139,0.11779038911632786,40.3,0.85,12.117142857142856,980.44,1258,0.7936908517350157
Chicken Dishes,25511,Classic Chicken Dishes Cafe,Cafe,West Auckland,1.04,41.47,778,179,7423.13,359,150,90,14887.73,6220.5,3732.3,0.206451105829328,0.418182221613824,0.28,10,2.95,265.5,2786.4,1419.79,593.23,1135.48,0.3,0.6,0.25,0.15,32263.66,5934.9,7.628406169665809,0.461439588688946,0.1928020565552699,0.11568123393316196,0.008229072585069394,0.168,0.07,0.4425,1.5,809.12,0.2300771208226221,0.6542416452442159,0.1839499920343817,41.47,0.85,12.616444444444445,2013.02,599,0.7699228791773779
Chicken Dishes,25552,Classic Chicken Dishes Kitchen,QSR,West Auckland,1.04,37.01,858,160,5921.6,419,174,105,15507.19,6439.74,3886.05,0.262482558079064,0.391402517212555,0.32,11,3.25,341.25,2049.55,404.97,168.17,1003.77,0.23,0.6,0.25,0.15,31754.579999999998,3626.4600000000005,4.226643356643357,0.4883449883449884,0.2027972027972028,0.1223776223776224,0.010746481294981701,0.192,0.08,0.4875,1.65,892.32,0.1864801864801865,0.6911421911421912,0.11420273862856951,37.01,0.85,9.559714285714286,573.14,698,0.8135198135198135
Chicken Dishes,26403,Classic Chicken Dishes Eatery,QSR,South Auckland,1.05,39.74,1090,231,9179.94,515,215,129,20466.1,8544.1,5126.46,0.236420505195856,0.442328492319211,0.3,10,2.95,380.55,2949.06,434.93,181.57,1266.33,0.27,0.6,0.25,0.15,43316.6,4831.889999999999,4.432926605504587,0.4724770642201835,0.19724770642201836,0.11834862385321102,0.008785315560316368,0.18,0.075,0.4425,1.5,1144.5,0.21192660550458717,0.6697247706422018,0.11154822862366852,39.74,0.85,9.816511627906976,616.5,859,0.7880733944954128
Chicken Dishes,25636,King Chicken Dishes Grill,QSR,South Auckland,1.05,41.3,860,193,7970.9,400,167,100,16520.0,6897.1,4130.0,0.216888165101409,0.41051693004556,0.3,7,2.07,207.0,2969.92,1199.27,500.69,1331.82,0.29,0.6,0.25,0.15,35518.0,6001.7,6.978720930232558,0.46511627906976744,0.1941860465116279,0.11627906976744186,0.005828030857593333,0.18,0.075,0.31049999999999994,1.05,903.0,0.22441860465116278,0.6593023255813953,0.16897629371023143,41.3,0.85,13.3182,1699.96,667,0.7755813953488372
Chicken Dishes,26526,King Chicken Dishes Eatery,QSR,South Auckland,1.05,47.14,1669,365,17206.1,782,326,196,36863.48,15367.64,9239.44,0.205915519483387,0.41907460920047,0.32,9,2.66,521.36,6452.46,2027.86,845.37,2943.52,0.28,0.6,0.25,0.15,78676.66,12269.210000000001,7.351234272019174,0.4685440383463152,0.19532654284002396,0.11743559017375674,0.00662661582227817,0.192,0.08,0.399,1.3499999999999999,1752.45,0.2186938286399041,0.6638705811863391,0.15594472363214198,47.14,0.85,15.017959183673469,2873.23,1304,0.7813061713600958
Chicken Dishes,26002,Top Chicken Dishes Bistro,Cafe,North Shore,1.03,37.74,574,161,6076.14,248,103,62,9359.52,3887.22,2339.88,0.265319737531245,0.413660392141901,0.31,17,5.02,311.24,1950.56,103.14,42.84,439.91,0.39,0.6,0.25,0.15,21662.760000000002,2536.45,4.41890243902439,0.43205574912891986,0.17944250871080136,0.10801393728222997,0.014367513650153534,0.186,0.0775,0.7529999999999999,2.55,591.22,0.28048780487804875,0.6114982578397212,0.11708803495030179,37.74,0.85,7.095322580645162,145.98000000000002,413,0.7195121951219512
Chicken Dishes,26407,Urban Chicken Dishes Eatery,Cafe,West Auckland,1.04,42.96,729,201,8634.96,317,132,79,13618.32,5670.72,3393.84,0.217929768580943,0.430856885272078,0.29,17,5.02,396.58,3032.71,833.62,347.12,795.38,0.38,0.6,0.25,0.15,31317.84,5008.83,6.87082304526749,0.4348422496570645,0.18106995884773663,0.10836762688614542,0.0126630699946101,0.174,0.0725,0.7529999999999999,2.55,758.1600000000001,0.27572016460905346,0.6159122085048011,0.15993535952671065,42.96,0.85,10.068101265822785,1180.74,528,0.7242798353909465
Chicken Dishes,26650,Urban Chicken Dishes Grill,QSR,CBD,0.99,44.38,972,200,8876.0,463,193,116,20547.94,8565.34,5148.08,0.261481612157077,0.361943576228805,0.3,6,1.77,205.32,3342.48,1573.45,655.89,1733.32,0.26,0.6,0.25,0.15,43137.36,7305.14,7.515576131687243,0.47633744855967075,0.19855967078189302,0.11934156378600823,0.004759679312781311,0.18,0.075,0.2655,0.8999999999999999,962.28,0.205761316872428,0.6748971193415637,0.16934601468425514,44.38,0.85,14.942413793103448,2229.34,772,0.7942386831275721
Chicken Dishes,25195,Classic Chicken Dishes Tavern,Ghost Kitchen,West Auckland,1.04,45.12,1002,38,1714.56,578,241,145,26079.36,10873.92,6542.4,0.277063583978452,0.22255689316662,0.31,15,4.43,642.35,857.93,4964.98,2070.17,2631.33,0.04,0.6,0.25,0.15,45210.240000000005,10524.41,10.503403193612774,0.5768463073852295,0.24051896207584827,0.14471057884231533,0.014208064367718463,0.186,0.0775,0.6645,2.25,1042.08,0.03792415169660678,0.8173652694610777,0.23278819134780082,45.120000000000005,0.85,18.14710344827586,7035.15,964,0.9620758483033932
Chicken Dishes,25075,Lucky Chicken Dishes Corner,Cafe,West Auckland,1.04,43.83,1005,260,11395.8,447,186,112,19592.01,8152.38,4908.96,0.254103430975229,0.431581871630624,0.27,8,2.36,264.32,3581.87,868.21,361.27,1278.64,0.35,0.6,0.25,0.15,44049.149999999994,6089.990000000001,6.059691542288558,0.4447761194029851,0.18507462686567167,0.11144278606965176,0.0060005698180328115,0.162,0.0675,0.354,1.2,1045.2,0.2587064676616916,0.6298507462686568,0.13825442715693723,43.82999999999999,0.85,11.416428571428572,1229.48,745,0.7412935323383084
Chicken Dishes,25197,Lucky Chicken Dishes Diner,Cafe,West Auckland,1.04,46.02,984,291,13391.82,416,173,104,19144.32,7961.46,4786.08,0.220303283929825,0.406533859437332,0.29,10,2.95,306.8,4997.33,1592.1,662.1,1479.19,0.42,0.6,0.25,0.15,45283.68,8730.720000000001,8.872682926829269,0.4227642276422764,0.1758130081300813,0.1056910569105691,0.006775067750677507,0.174,0.0725,0.4425,1.5,1023.36,0.29573170731707316,0.5985772357723577,0.1928005851114574,46.02,0.85,14.22298076923077,2254.2,693,0.7042682926829268
Chicken Dishes,25158,Urban Chicken Dishes Diner,QSR,CBD,0.99,42.41,538,111,4707.51,256,107,64,10856.96,4537.87,2714.24,0.205707859862596,0.422846574056894,0.29,17,5.02,321.28,1748.58,884.25,369.59,686.91,0.26,0.6,0.25,0.15,22816.58,3689.33,6.857490706319703,0.4758364312267657,0.19888475836431224,0.11895910780669143,0.014080988474170974,0.174,0.0725,0.7529999999999999,2.55,532.62,0.20631970260223048,0.674721189591078,0.16169513573024527,42.410000000000004,0.85,10.73296875,1253.84,427,0.7936802973977695
Chicken Dishes,25607,Top Chicken Dishes Bistro,QSR,South Auckland,1.05,35.09,1951,390,13685.1,937,390,234,32879.33,13685.1,8211.06,0.213525548540056,0.382258386537433,0.31,9,2.66,622.44,5531.74,3097.76,1289.36,2696.6,0.25,0.6,0.25,0.15,68460.59,12615.460000000001,6.466150691952845,0.4802665299846233,0.19989748846745262,0.11993849308047155,0.009091946183928595,0.186,0.0775,0.399,1.3499999999999999,2048.55,0.19989748846745262,0.6801640184520759,0.18427331695505403,35.089999999999996,0.85,11.523931623931624,4387.12,1561,0.8001025115325474
Chicken Dishes,25928,Lucky Chicken Dishes Diner,Cafe,North Shore,1.03,32.62,1331,352,11482.24,587,245,147,19147.94,7991.9,4795.14,0.255863533467054,0.374861979205161,0.28,13,3.84,564.48,4240.1,1709.42,713.47,1206.24,0.36,0.6,0.25,0.15,43417.22,7869.2300000000005,5.912268970698723,0.4410217881292261,0.18407212622088653,0.11044327573253193,0.01300129303534404,0.168,0.07,0.576,1.95,1370.93,0.2644628099173554,0.6250939143501126,0.1812467495615795,32.62,0.85,8.205714285714286,2422.8900000000003,979,0.7355371900826446
Chicken Dishes,25081,Lucky Chicken Dishes Bistro,QSR,South Auckland,1.05,44.48,1028,218,9696.64,486,202,122,21617.28,8984.96,5426.56,0.217780247461051,0.429491965961643,0.32,16,4.72,575.84,3420.27,707.49,294.06,1338.26,0.27,0.6,0.25,0.15,45725.439999999995,5760.080000000001,5.6031906614786005,0.47276264591439693,0.19649805447470817,0.11867704280155644,0.012593427203762284,0.192,0.08,0.708,2.4,1079.4,0.21206225680933855,0.6692607003891051,0.12597101307281028,44.48,0.85,10.969344262295081,1001.55,810,0.7879377431906615
Chicken Dishes,25445,Top Chicken Dishes Eatery,Full-service,North Shore,1.03,44.76,1663,403,18038.28,756,315,189,33838.56,14099.4,8459.64,0.385186138481367,0.481903146370314,0.33,16,4.72,892.08,2397.48,-6669.22,-2778.84,232.3,0.32,0.6,0.25,0.15,74435.87999999999,-6818.28,-4.099987973541792,0.45460012026458213,0.18941671677690922,0.11365003006614553,0.011984542938163693,0.198,0.0825,0.708,2.4,1712.89,0.24233313289236322,0.6440168370414914,-0.09159937385035283,44.75999999999999,0.85,1.2291005291005292,-9448.060000000001,1260,0.7576668671076368
Chicken Dishes,25367,Urban Chicken Dishes Tavern,QSR,West Auckland,1.04,35.22,1993,448,15778.56,927,386,232,32648.94,13594.92,8171.04,0.249436927586794,0.424369999393821,0.32,11,3.25,754.0,5146.86,202.2,84.19,1911.34,0.29,0.6,0.25,0.15,70193.45999999999,7344.589999999999,3.685193176116407,0.4651279478173608,0.1936778725539388,0.1164074259909684,0.010741741467082547,0.192,0.08,0.4875,1.65,2072.7200000000003,0.22478675363773207,0.6588058203712996,0.10463353708450901,35.22,0.85,8.23853448275862,286.39,1545,0.775213246362268
Chicken Dishes,26539,Urban Chicken Dishes Diner,Ghost Kitchen,North Shore,1.03,34.09,700,20,681.8,408,170,102,13908.72,5795.3,3477.18,0.290788418869488,0.280518082971685,0.32,15,4.43,451.86,292.28,1511.79,629.91,1038.78,0.03,0.6,0.25,0.15,23863.0,3472.76,4.961085714285715,0.5828571428571429,0.24285714285714285,0.1457142857142857,0.018935590663370073,0.192,0.08,0.6645,2.25,721.0,0.02857142857142857,0.8257142857142857,0.14552906172736035,34.09,0.85,10.184117647058823,2141.7,680,0.9714285714285714
Chicken Dishes,25165,King Chicken Dishes Bistro,Cafe,West Auckland,1.04,35.01,1272,315,11028.15,574,239,144,20095.74,8367.39,5041.44,0.245988546796143,0.3992873826297,0.32,13,3.84,552.96,3911.95,697.81,290.55,1235.36,0.33,0.6,0.25,0.15,44532.72,6135.67,4.823639937106918,0.45125786163522014,0.18789308176100628,0.11320754716981131,0.012416937478779649,0.192,0.08,0.576,1.95,1322.88,0.24764150943396224,0.6391509433962265,0.13777891851205137,35.01,0.85,8.578888888888889,988.3599999999999,957,0.7523584905660378
Chicken Dishes,25085,Urban Chicken Dishes Bistro,QSR,West Auckland,1.04,42.01,1073,186,7813.86,532,222,133,22349.32,9326.22,5587.33,0.212877042852342,0.391266911453567,0.29,18,5.31,706.23,3093.16,2365.81,987.24,1505.55,0.21,0.6,0.25,0.15,45076.73,7951.759999999999,7.410773532152842,0.49580615097856473,0.2068965517241379,0.12395153774464118,0.015667285537349314,0.174,0.0725,0.7964999999999999,2.6999999999999997,1115.92,0.17334575955265608,0.7027027027027026,0.1764049876732407,42.010000000000005,0.85,11.319924812030076,3353.05,887,0.8266542404473439
Chicken Dishes,25167,Classic Chicken Dishes Kitchen,Full-service,North Shore,1.03,43.09,759,184,7928.56,345,144,86,14866.05,6204.96,3705.74,0.35448792935349,0.494046525796875,0.32,12,3.54,304.44,1200.9,-2505.44,-1045.75,256.85,0.32,0.6,0.25,0.15,32705.309999999998,-2093.44,-2.758155467720685,0.45454545454545453,0.18972332015810278,0.11330698287220027,0.009308580166339961,0.192,0.08,0.531,1.7999999999999998,781.77,0.24242424242424246,0.6442687747035573,-0.06400917771456685,43.089999999999996,0.85,2.9866279069767443,-3551.19,575,0.7575757575757576
Chicken Dishes,26179,King Chicken Dishes Bistro,QSR,CBD,0.99,31.41,795,183,5748.03,367,153,92,11527.47,4805.73,2889.72,0.259624825064093,0.393279615207575,0.32,7,2.07,190.44,1995.12,312.34,130.21,812.57,0.3,0.6,0.25,0.15,24970.95,3250.2400000000002,4.088352201257862,0.4616352201257861,0.19245283018867923,0.11572327044025156,0.007626461948784487,0.192,0.08,0.31049999999999994,1.05,787.05,0.230188679245283,0.6540880503144654,0.13016084690410257,31.41,0.85,8.832282608695653,442.54999999999995,612,0.769811320754717
Chicken Dishes,25776,King Chicken Dishes Eatery,QSR,North Shore,1.03,37.2,1258,226,8407.2,619,258,155,23026.8,9597.6,5766.0,0.213880963716656,0.395282943965867,0.27,11,3.25,503.75,3285.84,2782.47,1159.74,1749.81,0.22,0.6,0.25,0.15,46797.6,8977.859999999999,7.136613672496025,0.49205087440381556,0.20508744038155804,0.12321144674085852,0.010764440911499735,0.162,0.0675,0.4875,1.65,1295.74,0.1796502384737679,0.6971383147853737,0.19184445356172108,37.199999999999996,0.85,11.289096774193547,3942.21,1032,0.8203497615262321
Chicken Dishes,25171,King Chicken Dishes House,Full-service,CBD,0.99,33.41,1672,469,15669.29,722,301,180,24122.02,10056.41,6013.8,0.370620962081011,0.480717744282447,0.32,13,3.84,691.2,2329.42,-4133.04,-1723.05,202.82,0.39,0.6,0.25,0.15,55861.520000000004,-3323.85,-1.9879485645933013,0.43181818181818177,0.18002392344497606,0.10765550239234449,0.012373454929260785,0.192,0.08,0.576,1.95,1655.28,0.2805023923444976,0.6118421052631579,-0.0595016032503233,33.410000000000004,0.85,1.1267777777777777,-5856.09,1203,0.7194976076555024
Chicken Dishes,25333,Urban Chicken Dishes Kitchen,Full-service,South Auckland,1.05,44.8,858,236,10572.8,373,156,93,16710.4,6988.8,4166.4,0.3708173648105,0.458023537439294,0.32,18,5.31,493.83,1809.63,-2487.19,-1040.22,219.29,0.38,0.6,0.25,0.15,38438.4,-1498.49,-1.7464918414918416,0.4347319347319348,0.18181818181818182,0.10839160839160837,0.01284730894105894,0.192,0.08,0.7964999999999999,2.6999999999999997,900.9000000000001,0.275058275058275,0.6165501165501166,-0.03898419289044289,44.800000000000004,0.85,2.357956989247312,-3527.41,622,0.7249417249417249
Chicken Dishes,25212,King Chicken Dishes Bistro,QSR,North Shore,1.03,42.99,1568,293,12596.07,765,319,191,32887.35,13713.81,8211.09,0.258225029017776,0.397926656459458,0.31,9,2.66,508.06,4331.14,1113.18,464.19,2315.31,0.23,0.6,0.25,0.15,67408.31999999999,8223.82,5.244783163265306,0.4878826530612245,0.20344387755102042,0.12181122448979594,0.007537051806067857,0.186,0.0775,0.399,1.3499999999999999,1615.04,0.1868622448979592,0.6913265306122449,0.12200007358142141,42.989999999999995,0.85,12.122041884816754,1577.3700000000001,1275,0.8131377551020408
Chicken Dishes,25456,Lucky Chicken Dishes Diner,Ghost Kitchen,CBD,0.99,39.07,731,66,2578.62,399,166,100,15588.93,6485.62,3907.0,0.298259165755007,0.260742055915762,0.31,13,3.84,384.0,1137.17,2042.13,849.61,1338.98,0.1,0.6,0.25,0.15,28560.17,5367.89,7.343214774281806,0.545827633378933,0.2270861833105335,0.13679890560875513,0.013445298119724077,0.186,0.0775,0.576,1.95,723.6899999999999,0.09028727770177838,0.7729138166894665,0.1879502117809523,39.07,0.85,13.389800000000001,2891.7400000000002,665,0.9097127222982216
Chicken Dishes,25256,Top Chicken Dishes House,Full-service,West Auckland,1.04,35.63,1171,334,11900.42,502,209,126,17886.26,7446.67,4489.38,0.388174420711584,0.47237464452628,0.3,10,2.95,371.7,1659.52,-2871.62,-1195.56,254.35,0.4,0.6,0.25,0.15,41722.729999999996,-2153.31,-1.838864218616567,0.4286934244235696,0.17847993168232282,0.10760034158838601,0.00890881301391352,0.18,0.075,0.4425,1.5,1217.8400000000001,0.28522630230572166,0.6071733561058925,-0.051609997715873344,35.629999999999995,0.85,2.0186507936507936,-4067.18,837,0.7147736976942783
Chicken Dishes,25215,Top Chicken Dishes Eatery,QSR,West Auckland,1.04,46.68,1998,461,21519.48,922,384,231,43038.96,17925.12,10783.08,0.204193348046392,0.439557751268148,0.3,8,2.36,545.16,7666.29,2420.89,1008.27,3296.3,0.3,0.6,0.25,0.15,93266.64,14391.75,7.203078078078078,0.46146146146146144,0.1921921921921922,0.11561561561561562,0.005845176796333608,0.18,0.075,0.354,1.2,2077.92,0.23073073073073072,0.6536536536536537,0.15430758522018162,46.68,0.85,14.269696969696971,3429.16,1537,0.7692692692692693
Chicken Dishes,26066,Classic Chicken Dishes Cafe,Full-service,North Shore,1.03,36.88,2016,488,17997.44,917,382,229,33818.96,14088.16,8445.52,0.364424720557872,0.490821451018564,0.32,6,1.77,405.33,2605.2,-5926.64,-2468.9,817.19,0.32,0.6,0.25,0.15,74350.08,-4973.15,-2.4668402777777776,0.4548611111111111,0.18948412698412698,0.11359126984126984,0.00545164174672038,0.192,0.08,0.2655,0.8999999999999999,2076.48,0.24206349206349204,0.644345238095238,-0.0668882938659918,36.88,0.85,3.568515283842795,-8395.54,1528,0.7579365079365079
Chicken Dishes,25340,Lucky Chicken Dishes Eatery,Ghost Kitchen,North Shore,1.03,37.17,1603,90,3345.3,908,378,227,33750.36,14050.26,8437.59,0.286825301346835,0.303219975659158,0.28,12,3.54,803.58,1371.42,4386.02,1825.9,2655.45,0.06,0.6,0.25,0.15,59583.51000000001,10238.79,6.387267623206489,0.5664379288833437,0.2358078602620087,0.1416094822208359,0.013486617354365325,0.168,0.07,0.531,1.7999999999999998,1651.0900000000001,0.0561447286338116,0.8022457891453524,0.1718393226582321,37.17000000000001,0.85,11.698017621145373,6211.92,1513,0.9438552713661884
Chicken Dishes,26068,Classic Chicken Dishes Diner,QSR,South Auckland,1.05,34.06,680,113,3848.78,340,142,85,11580.4,4836.52,2895.1,0.230005491450429,0.352446301886812,0.33,14,4.13,351.05,1607.05,1013.84,423.43,857.79,0.2,0.6,0.25,0.15,23160.8,3902.1099999999997,5.738397058823529,0.5,0.20882352941176474,0.125,0.015157075748678804,0.198,0.0825,0.6194999999999999,2.1,714.0,0.16617647058823531,0.7088235294117646,0.16847906808054988,34.06,0.85,10.09164705882353,1437.27,567,0.8338235294117647
Chicken Dishes,25828,Top Chicken Dishes House,QSR,West Auckland,1.04,39.41,1595,308,12138.28,772,322,193,30424.52,12690.02,7606.13,0.214307933114469,0.385674491571262,0.27,17,5.02,968.86,4855.53,3955.72,1649.93,2073.73,0.24,0.6,0.25,0.15,62858.950000000004,12534.91,7.858877742946708,0.48401253918495296,0.2018808777429467,0.12100313479623824,0.01541323868756955,0.162,0.0675,0.7529999999999999,2.55,1658.8,0.19310344827586207,0.6858934169278996,0.19941328959519686,39.410000000000004,0.85,10.744715025906736,5605.65,1287,0.8068965517241379
Chicken Dishes,26192,King Chicken Dishes Kitchen,Cafe,South Auckland,1.05,41.18,607,150,6177.0,274,114,69,11283.32,4694.52,2841.42,0.203506287503988,0.445038418960758,0.31,4,1.18,81.42,2170.94,467.75,194.61,917.21,0.33,0.6,0.25,0.15,24996.260000000002,3750.51,6.1787644151565075,0.45140032948929154,0.18780889621087316,0.11367380560131796,0.0032572872901786105,0.186,0.0775,0.177,0.6,637.35,0.24711696869851726,0.6392092257001647,0.1500428464098229,41.18000000000001,0.85,13.292898550724638,662.36,457,0.7528830313014827
Chicken Dishes,26556,Lucky Chicken Dishes Bistro,QSR,North Shore,1.03,42.62,947,201,8566.62,448,186,112,19093.76,7927.32,4773.44,0.200384865794331,0.403270493354648,0.32,9,2.66,297.92,3395.33,1457.71,605.21,1594.01,0.27,0.6,0.25,0.15,40361.14,7052.26,7.446948257655755,0.4730728616684266,0.19640971488912354,0.11826821541710665,0.007381357414582443,0.192,0.08,0.399,1.3499999999999999,975.4100000000001,0.21224920802534322,0.6694825765575502,0.17472895958835652,42.62,0.85,14.232232142857143,2062.92,746,0.7877507919746568
Chicken Dishes,25546,Top Chicken Dishes Bistro,Ghost Kitchen,CBD,0.99,39.82,1553,101,4021.82,871,363,218,34683.22,14454.66,8680.76,0.282705360825639,0.204562456498388,0.31,16,4.72,1028.96,2062.12,7031.4,2930.42,3421.95,0.07,0.6,0.25,0.15,61840.46,15445.89,9.945840309079202,0.5608499678042499,0.23374114616870573,0.14037347070186737,0.016638944794395125,0.186,0.0775,0.708,2.4,1537.47,0.06503541532517708,0.7945911139729557,0.24976997260369665,39.82,0.85,15.697018348623853,9961.82,1452,0.9349645846748229
Chicken Dishes,25102,Lucky Chicken Dishes House,Cafe,West Auckland,1.04,46.17,988,301,13897.17,412,172,103,19022.04,7941.24,4755.51,0.276689210943878,0.434818431828171,0.28,4,1.18,121.54,4009.23,161.54,67.44,1250.39,0.44,0.6,0.25,0.15,45615.96,5488.6,5.555263157894737,0.417004048582996,0.17408906882591094,0.104251012145749,0.0026644183307772107,0.168,0.07,0.177,0.6,1027.52,0.30465587044534415,0.5910931174089069,0.1203219224148741,46.17,0.85,12.139708737864078,228.98,687,0.6953441295546559
Chicken Dishes,25831,Classic Chicken Dishes Cafe,QSR,West Auckland,1.04,33.86,1119,216,7313.76,542,226,135,18352.12,7652.36,4571.1,0.230185089539737,0.372177442302927,0.33,9,2.66,359.1,2908.23,1241.29,517.59,1458.54,0.24,0.6,0.25,0.15,37889.34,6125.650000000001,5.474218051831993,0.484361036639857,0.20196604110813227,0.12064343163538876,0.009477599768166985,0.198,0.0825,0.399,1.3499999999999999,1163.76,0.193029490616622,0.6863270777479893,0.16167212202693426,33.86,0.85,10.804,1758.88,903,0.806970509383378
Chicken Dishes,26317,King Chicken Dishes Bistro,Full-service,North Shore,1.03,42.14,1368,376,15844.64,595,248,149,25073.3,10450.72,6278.86,0.382143007102422,0.537774474616163,0.31,7,2.07,308.43,1268.88,-5764.79,-2402.8,194.4,0.38,0.6,0.25,0.15,57647.520000000004,-6704.31,-4.900811403508772,0.43494152046783624,0.1812865497076023,0.10891812865497075,0.005350273524342418,0.186,0.0775,0.31049999999999994,1.05,1409.04,0.27485380116959063,0.6162280701754385,-0.11629832471544309,42.14,0.85,1.3046979865771813,-8167.59,992,0.7251461988304093
Chicken Dishes,26561,Urban Chicken Dishes Cafe,Full-service,North Shore,1.03,37.96,2020,556,21105.76,878,366,220,33328.88,13893.36,8351.2,0.368885997275356,0.511095896852203,0.27,11,3.25,715.0,2533.07,-4998.73,-2083.75,287.3,0.38,0.6,0.25,0.15,76679.2,-4262.11,-2.1099554455445544,0.43465346534653465,0.1811881188118812,0.10891089108910892,0.009324562593245626,0.162,0.0675,0.4875,1.65,2080.6,0.2752475247524752,0.6158415841584158,-0.055583652411605754,37.96,0.85,1.305909090909091,-7082.48,1464,0.7247524752475247
Chicken Dishes,25227,Top Chicken Dishes House,Cafe,West Auckland,1.04,43.03,1650,409,17599.27,745,310,186,32057.35,13339.3,8003.58,0.27914120843634,0.358007818041369,0.29,11,3.25,604.5,6385.91,2335.41,971.78,2299.61,0.33,0.6,0.25,0.15,70999.5,11992.710000000001,7.268309090909091,0.4515151515151515,0.18787878787878787,0.11272727272727273,0.008514144465806098,0.174,0.0725,0.4875,1.65,1716.0,0.2478787878787879,0.6393939393939393,0.1689125979760421,43.03,0.85,12.363494623655914,3307.1899999999996,1241,0.7521212121212121
Chicken Dishes,26684,Urban Chicken Dishes Cafe,Cafe,West Auckland,1.04,38.07,1869,453,17245.71,850,354,212,32359.5,13476.78,8070.84,0.24827335441485,0.353594812029041,0.28,18,5.31,1125.72,6866.07,3822.69,1592.04,2087.54,0.32,0.6,0.25,0.15,71152.83,14368.34,7.687715355805244,0.45478865703584803,0.18940609951845908,0.11342964151952915,0.015821155672936692,0.168,0.07,0.7964999999999999,2.6999999999999997,1943.76,0.2423756019261637,0.6441947565543071,0.20193631089585615,38.07,0.85,9.84688679245283,5414.73,1416,0.7576243980738363
Chicken Dishes,25229,Urban Chicken Dishes Bistro,Full-service,South Auckland,1.05,35.28,1240,321,11324.88,551,230,138,19439.28,8114.4,4868.64,0.378113026753999,0.511406652932055,0.28,18,5.31,732.78,1251.18,-3295.34,-1375.55,-194.89,0.35,0.6,0.25,0.15,43747.2,-3614.6,-2.915,0.4443548387096774,0.18548387096774194,0.11129032258064518,0.016750329163923633,0.168,0.07,0.7964999999999999,2.6999999999999997,1302.0,0.25887096774193546,0.6298387096774194,-0.08262471655328799,35.28,0.85,-1.412246376811594,-4670.89,919,0.7411290322580645
Chicken Dishes,26282,Lucky Chicken Dishes Eatery,Full-service,North Shore,1.03,43.95,595,160,7032.0,261,109,65,11470.95,4790.55,2856.75,0.357106717023998,0.460605021612719,0.3,9,2.66,172.9,1281.85,-1350.27,-563.9,347.85,0.37,0.6,0.25,0.15,26150.25,-284.47,-0.4781008403361345,0.438655462184874,0.18319327731092439,0.1092436974789916,0.006611791474268889,0.18,0.075,0.399,1.3499999999999999,612.85,0.2689075630252101,0.6218487394957983,-0.010878289882505904,43.95,0.85,5.351538461538462,-1914.17,435,0.7310924369747899
